tweet	label
كيف ترون قرار منح المرأة #السعودية حرية السفر ؟ #نقطة_حوار اليوم 16:06 غ . شاركونا‏ @hanaalkhamri .#لا_ولاية_على_سفر_المراة #الولاية_سقطت	POS
مقالتي الجديدة في العربي الجديد يناقش اذا كانت النسوية في السعودية تقليدية أو عضوية؟ #قيادة_المرأة_للسيارة#سعوديات_نطالب_باسقاط_الولايه	POS
بعيداً على إنك أطرتي هذي الحقوق الأساسيه بصفتها إمتيازات أكرمك بها ولي أمرك فبالتالي مافي شي يجبرك على المطالبه بها وهذا يدخل في دائرة الأنانيه المشبعه بالنكران . @MAR2030WA #سعوديات_نطالب_باسقاط_الولايه https://twitter.com/mar2030wa/status/981119211480248320 …	POS
"""خذ حقوق الملكة و أعطني حقوق الإنسان""Artwork by: @MsSaffaa #سعوديات_نطالب_باسقاط_الولاية"	POS
بشكل أساسي،الذين يعانون من القلق من تغيير في ملف حقوق المرأة السعودية كقضية إسقاط الولاية الغير شرعي على غير القصّر وقيادة السيارة،هم من الذين لديهم مشاكل مع أنفسهم كالفسّاق والخونة أو الصغار الجهلة أو المتعجرفين اللئام في معاملتهم للنساء.????‍??	POS
بدات في فيس بوك سنة 2011 ومن بعدها اتفتحت في تويتر حملة اسمها#سعوديات_نطالب_باسقاط_الولاية وكانت غير مرقمة شاركت وكنت من المشاركات في بداياتها  ونصف السنة بدأ الترقيم وتم تغير الهشتاق الى#سعوديات_نطلب_اسقاط_الولايه1 كانت بدون التاء المربوطة ومرقمةقذفنا	NEG
ما اقدر اجزم متى بدت حملة إسقاط الولاية بشكل قاطع ولكن أولى تلك المطالب بدأت من نساء سعوديات في فبراير من عام 2011م بإنشاء صفحة تجمع في الفيسبوك بعنوان «المرأة السعودية تريد اسقاط وصاية الرجل عليهـا !!»	POS
ولكن للاسف ان اغلب الاصوات هذي ما انسمعت قبل بس بعد ظهور تاق #سعوديات_نطالب_باسقاط_الولايه نشط الموضوع وكان كثير جاهلين وبعضهم مو عارفين وشو السالفه يحسبون السالفه فيها الحاد وللاسف للحين الجاهلين اذا مايعرفون شسالفه دخلوا الالحاد@Mohamedalruwayi?? ..	NEG
للأسف بعض بناتنا ركبت الموجة وتأثرت بكلام أهل الفساد! كل هذه الهشتاقات هدفها واضح واحد وهي افساد المرأة #السعودية حشمتها وعفتها .. عمر التطور ما كان بتعري وخلع الحجاب.	NEG
اللهم من أشغل المسلمات في حجابهم وعبياتهم وحشمتهم فأشغله في نفسه.	NEG
ثم من عام 2013 الى 2016 أُطلقت بعض الهاشتاقات المتعلقة بالولاية، وكانت هنالك مطالبات متفرقة لكنها لم تجد صدى.ولكن في 2016 ظهر هاشتاق على يد مجموعة كبيرة من الشابات السعوديات وهو :#سعوديات_نطالب_باسقاط_الولاية	NEG
نظام الفزعة من قبل الجماعات والقبائل والأهل في السعودية مخصص فقط للذكر عندما يرتكب جناية أو يقع في جُرم أو تمسه حاجه أو مادون ذلك،لكن إذا طاحت بنتهم محد يفزع،الهيكل الإجتماعي بكل محتواه لدينا منافق مشروخ..#انقذوا_فاطمه_حسن#انقذوا_فتيات_دار_الرعاية#سعوديات_نطالب_باسقاط_الولايه	POS
- إلغاء شرط تصريح السفر إلغاء تهمة التغيب اغلاق دور الرعاية قانون يسمح للراشدات بالاستقلال بالسكن تجريم العنف والمعنف تجنيس أبناء المرأة السعودية الاعتراف بأهلية المراة،والمساواة بين الجنسين في الحقوق	POS
آمل أن يكون فوز السعودية بعضوية المجلس التنفيذي للأمم المتحدة للمساواة بين الجنسين و تمكين المرأة دافعًا و محفزًا قوي لتغيرات جذرية بحق المرأة السعودية. #سعوديات_نطالب_باسقاط_الولايه #تجنيس_أبناء_السعوديات	POS
من أهم حقوق المرأة هو حق اسقاط الولاية ،  هذا الحق الذي طالبت به الحقوقيات لمدة 637 يوما  الى هذا اليوم - ممايدل على أهميته الشديدة-  يصنف هذا الحق على أنه حق طبيعي لكل انسان منذ ولادته ولكن في السعودية الأمر مختلف!!!  #الشعب_يريد_دستورا_جديدا #سعوديات_نطالب_باسقاط_الولاية	POS
شكرا #سعوديات_نطالب_باسقاط_الولاية#الملك_ينتصر_لقياده_المراه	POS
وسم الامواج : #سعوديات_نطالب_بإسقاط_الولاية: http://mlath555.blogspot.com/2017/04/blog-post.html …7	POS
#سعوديات_نطالب_باسقاط_الولايةاناضد إسقاط الولايةولكن بعض الأولياء مايخاف الله ويضيق ع المرأه ويحرمها حقوقهافليتق الله وليتذكر كلكم راع..	NEG
#مقال د.محمد الدوسي: من يقف خلف هاشتاق إسقاط الولاية ؟http://www.al-khaleeg.com/articles/127634.html …	POS
#مقال_اليوم#سعوديات_نطالب_بإسقاط_الولاية 2 يونيو 2018	POS
"#عملاء_السفاراتعجوز إبليس أستفادة من شهرتها بظهورها الإعلاميفي قناة MBC وقامت بتغرير  وتحريض المراهقات على أهاليهن بأنشاء تاق. #سعوديات_نطالب_باسقاط_الولاية ""ماجزاء الخيانة ألا القتل"""	NEG
صنف المؤشر العالمي للفجوة بين الجنسين السعودية في المرتبة الـ141 من بين 144دولة في المساواة بين الرجال والنساء#سعوديات_نطالب_بإسقاط_الولاية	POS
#غرد_بصورةوهذا تماما ماحدث مع ????????#سعوديات_نطلب_اسقاط_الولايه369	POS
فتاة سعودية في سناب تحكي لي عن مخاوفها هي واخواتها بعد رحيل والدها ..الالم فوق الوصف #سيلفي  #سعوديات_نطالب_باسقاط_الولاية	NEG
#اوامر_ملكيه جد الدوله تتجاهل المرأه بشكل لا يطاق Noor_Alhuda@nooorhuda! ، ولا حق ولا أمر يكون بصفها ويدعمها ك مواطنه	POS
#قيادة_المراة_للسيارة #سعوديات_نطالب_باسقاط_الولاية	POS
وصايا خُطّت بأحرفٍ من حُبسنندم طويلاً إن لم ننفذها#سعوديات_نطالب_بإسقاط_الولاية#قياده_المراه_الشهر_القادم	POS
حبيت اعيد واكرر ي جماعة انتم اللي تحددون موضوع البرنامج ??#سعوديات_نطالب_باسقاط_الولاية #حاجات_تفتخر_انك_ماسويتها	POS
الان صديقة توافيني بصور بالسناب وهي تعلق لافتات بأماكن عامة وتقول :#سعوديات_نطالب_باسقاط_الولايه	POS
لمجد والحريّة  لكن يا رفيقات ..	POS
#السعودي_الذكر ليس الرجل،يشهر بالمرأةيثور لاي تجاوز(شرع/عادات)وهويسافر يعتدي/يزني/يسكر~يهايط مرفوع عنه القلم #سعوديات_نطالب_باسقاط_الولاية	POS
مقطع جديد: #خمبقه : بنت تسوق سيارة بالسعودية !!! #قيادة_المرأة | ايفلالرابط: https://youtu.be/XSDVa870tg0 #سعوديات_نطالب_باسقاط_الولاية ... 'طزززز	NEG
#سعوديات_نطالب_باسقاط_الولاية #سعوديات_نطلب_اسقاط_الولايه197#سعوديات_نطلب_اسقاط_الولايه198قد تعاني غيرك??	POS
"لماذا تحتاج المواطنه البالغه قانونيا إلى ""صكوك"" من المحكمه تثبت أهليتها ليتم التعامل معها؟@AljawazatKSA#..لمااااااذاااااا"	POS
=ومازلنا في #سعوديات_نطلب_اسقاط_الولايه181 نطلب رفع كل مايؤدي للعنت وظلم واستغلال نساء الوطن البالغات الراشداتونثق أن الإنصاف قادم لامحالة?	POS
من العار ان في 2017 ومن تدعي أنها حقوقية تعتبر جنسها شتميه‏ @DrTalebJawad .	POS
"صاحبة الصالون "" #الكويتية "" وسؤالها : كيف صرتوا كذا ؟#سعودياتxنرفضxاسقاطxالولايه13"	NEG
هيئة التحقيق: المتهم هو من وضع هاشتاق #سعوديات_نطالب_بإسقاط_الولاية	NEG
للمتزوجات فقط .. من أكذب ما قرأت ..#داعش  #الخلافة  #انقذونا_من_ذل_السائق  #سعوديات_نطالب_باسقاط_الولاية	NEG
سلسلة تغريدات لتحليل مختصر عن المنسحبات من حملة #سعوديات_نطالب_باسقاط_الولايه. ما هو تحليلكم لانسحابهن المفاجئ؟	NEG
حذرنا ممن يخدع المراهقات باسم حقوق المرأة واسقاط الولايهوالترويج لها عبر قنوات الفحش والفجور	NEG
#سعوديات_ضد_اسقاط_الولايه1	NEG
لطالما حذرنا ممن يخدع المراهقات باسم حقوق المرأة…#فك_الخطاب_المتحكحك	NEG
داول من يتبراء من المغرر بهن هن  الحكوكيات واشباه الرجال الداعمين لهن فتصبح البنت ضايعه بلا مأوى!	NEG
#سعوديات_نطالب_الحكومه_بتحريرنا	POS
#سعوديات_نطالب_باسقاط_الولاية #اسقاط_الولاية	POS
المرأة #السعودية تمزق الصورة النمطية بقلم:  يمينة حمدي #سعوديات_نطالب_باسقاط_الولاية  http://alarab.co.uk/article/%D8%A3%D9%81%D9%83%D8%A7%D8%B1/95057/%D8%A7%D9%84%D9%85%D8%B1%D8%A3%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D8%AA%D9%85%D8%B2%D9%82-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D9%86%D9%85%D8%B7%D9%8A%D8%A9 …	POS
"الأخوات في تاق #سعوديات_نطالب_باسقاط_الولاية يرددن ""مشكلتنا مع ظلم النظام"" فتقول أنت لا مع الدين! أتتهم الدين لتبرأة النظام!عشر تغريدات فقط للشيخ العريفي .. كانت كفيلة بدثر قرابة 90 هاشتاق تحت اسم #سعوديات_نطالب_باسقاط_الولايةمقصرون ان لم و #لن_نشكرك_ياعريفي"	POS
المؤمن #ترامب يرفض ان يولي إمرأة على أمريكا ..حتى انت يا ترامب ??#هيلاريvsترامب #سعوديات_نطالب_باسقاط_الولايه	POS
بكرا يمكن أنا أو انتي امني حياتك من زوج أو اخ ظالم فليسقط هذا الظلم #سعوديات_نطالب_بإسقاط_الولاية #انقذوا_دمثه_الدوسري	POS
كم قضية تحتاجون؟ إلى متى؟ ومع كل هالظلم اللي نشوفه مازال فيه مُعارضات وبهايم	POS
#احلام_مظلومه_في_دار_السجن #سعوديات_نطالب_باسقاط_الولاية	POS
ان كنت ضد اسقاط الولاية خوفاً من المفاسد لماذا لا تمنع السباحة خوفاً من الغرق؟القيادة خوفاً من الحوادث؟	POS
هذا دليل على وجوب النفقه عليكن انتن مرتاحات واخر شيء تتشكن وتصارخن من الولاية	NEG
صباح العزيمة و الإصرار #سعوديات_نطالب_باسقاط_الولاية 100	POS
كلما زاد التدين قل احترام المرأة	POS
وصلني رقم البرقيه يانساءوطني طالبوابمطالبكم فهي شرعيه وسلميه والله الموفق ?? #برقيه_الولايه_للملك_25_سبتمبر  #سعوديات_نطالب_باسقاط_الولايه	POS
أما أن تسلب فردا حقه في تقرير مصيره واختيار عمله وسفره وتقيد حركته ثم تقول ارجوك لا تشوه صورتي فهذا ظلم وبجاحة #سعوديات_نطالب_باسقاط_الولاية	POS
سي أن أن: هؤلاء سعوديات يغردن من أجل الحرية	POS
انهيار الأسرة في المجتمع الامريكي والجريمة هذا الغرب الذي يريد العلمانيون العرب تقليده	NEG
#سعوديات_نطالب_باسقاط_الولايه         اذا فازت هيلاري كلنتون ابغى اشوف ردة فعل المتخلفين حين تحكمهم امرأة وتتسيدهم وتكون والية عليهم	POS
سعوديات تطالبن بحقوقهن : #سعوديات_نطالب_باسقاط_الولايه	POS
#استقاله_فيصل_بن_تركي_رسميا#سعوديات_لا_نطالب_باسقاط_الولاية	POS
بعض البنات اذا طالبوا بحقوقهم شتموا ولعنوا الرجالطريقة طفولية لاعقلانية هذول بالذات لازم تستمر الولاية عليهم	NEG
مستحيل تسقط الولايه بيوم وليله	NEG
"صباح الخير للجميع خاصة #سعوديات_نطالب_باسقاط_الولاية، ""شبيهات للبدر في الظلمات""."	POS
ألف مبرووك للنساء في تونس .. وعقبال السعوديات وكل النساء العربيات ..	POS
لا بد لليل أن ينجلي وللقيد أن ينكسر ..	POS
اشغلتنا الله يشغلها بنفسها تطالب بإسقاط ولاية الرجل وحين اعلن عن حساب المواطن زعلت ليه حسبوا راتبها وقالت الرجل هو المسؤول عن البيت !!	NEG
"عزيزتي النسوية هناك شيء لابد أن تستوعبيه وهو أن النسوية حركة سياسية الأصل!لا تختلف عن أي منظمة سياسية، ولا عيب في ذلك أو حرج، خصوصاً ونحن لم نرقى إلى الأساسيات بعد!لكن أن تتحول ""النسوية"" إلى نوع من التطبيل هذه حالة جديدة من الدعاية المضرة.."	NEG
﻿['#إسقاط_الولاية إسقاط الولاية عن المرأة في ظل فساد النظام السياسي للدولة وانحلال الأخلاق في المجتمع وانهيار القيم السامية مع وجود الغزو الأجنبي الفكري والثقافي والأخلاقي لا يدل على نية حسنة لا من حيث التوقيت ولا من حيث الغايات. كما أنه قرار يفتقد للشرعية والمشروعية والصلاحيه']	NEG
['#الولايه_سقطت #لا_ولاية_على_المرأة #لا_ولاية_على_سفر_المرأة نعيد ونكرر لمجرد انك عايشه مبسوطه وعندك افضل اب بالعالم مو معناته ان كل البنات زيك متهنيين ومبسوطين مع ابائهم، اقري القصص واسمعي وفتّحي عيونك حوالينك عشان تعرفي انه من حقهم ينبسطوا ويطالبوا، واحمدي ربك عالاب الكويس https://twitter.com/Sajasub/status/1157320394388463618 …']	POS
['مع أني رجلاً ومتزوجاً إلا أنني لم أفكر يوماً من الأيام أن أسافر بدون إذن من والدي أو والدتي #الولايه_سقطت #سعوديات_نطلب_اسقاط_الولايه1114 #لا_ولاية_على_سفر_المرأة']	POS
['#لا_ولايه_علي_المراه رأيت البارحة ذكرًا غير رجل مع أم أطفاله في موقف سيارات رد سي مول وهو يصرخ عليها بأعلى صوته لأنها فتحت الباب وخبطت السيارة المجاورة، ووالله لم أر راع البعير يصرخ كما صرخ هذا الذكر على زوجته فماذا بمقدورها أن تفعل !! فمن يخبرني ؟ أيها الرافضون لرفع الولاية']	POS
['عطني حقوقي كامله كمواطنه وانزع الولايه المفروضه على النساء والغي القوانين اللي تتيح ل ولي الأمر سجن المرأه بتهمة التغيب والعقوق خليني امام القانون متساويه مع الرجل ساعتها نقولك لا تنفق ولا تعطي مهر']	POS
['الف مبروك لكل بنت تحب السفر وهوايتها تسافر ودي من الفرحه اسافر مع قروب بنات شكرا شكرا على القرار وبس باقي الولايه تذلف ونرتاح #لا_ولايه_علي_سفر_المراه']	POS
['قبل اسبوع بالضبط جتني وحده عمرها بحدود الخمسين و مقتدره ماليا لا ولي لها لا زوج ولا اب و لا اخ ما سافرت خارجا ابدا حتى مع اقاربها بسبب الولايه #لا_ولاية_على_سفر_المرأة']	POS
['والمشكله ان المترأسه لحملة إسقاط الولايه مصريه يا عالم ايعقل الأجنبيات الدخيلات على الوطن او المتجنسات تتحدث بإسم المواطنه انا مع ان المرأه تعطى حقوقها الشرعيه ولكن لا نسقط الولايه فهي مذكوره بالقرإن وبالآحاديث فأين نحو ذاهبون ؟؟؟ والله نحب وطننا وقيادتنا ونحب استقرارنا https://twitter.com/dZvvZbMLXp0vlou/status/1148580993550442497 …']	NEG
['الفطرة المنكوسة هي التي تجعل المرأة مثل للرجل كالند للند سواء بسواء بدون قيود!! وأما الفطرة السليمة هي التي تعطي كل ذي حق حقه بما لا يتناقض مع الشرع الذي أعطى الرجل الولاية على المرأة بما هو معروف في الكتاب والسنة..']	NEG
['أنا مع ان الولايه لرجل على المرأة لان الانثى بطبيعتها ضعيفه لو ايش وصلت فيه من علمم هذا الشي فيه حكمه من الله']	NEG
"['وهل تظنون بسقوطها حققتم انتصاراً وحررتهم المرأة؟ أنت تريدون قتل العفة والحياء عند نساء المسلمين فالنبي يقول : ""لا يحل لامرأة تؤمن بالله واليوم الآخر أن تسافر إلا مع ذي محرم"" وأنتم تقولون أنها ستسافر ما هذا التعالي والتكبر على شرع ربنا ودين الله !! بئس القرار والله #الولاية_سقطت']"	NEG
['ومع انك ماجاوبتي على مفهوم الولاية .. اعطيك اياها مجمل .. مشكلة بناتنا الحلوين مقتصرين مفهوم الولاية على ان لاتسافر الا بإذن وليها .. مع ان هذا قانون وضعي من وضعه الدولة بالمقابل الشرع وضع أن لاتسافر المرأة الا مع ذي محرم لحديث النبي الذي ورد في الصحاح والكتب الستة']	NEG
['لما تكون رجُل، وتدعم قضايا المرأة في المجتمع، تكون مع إستقلاليتها وإسقاط الولاية عنها ومعاملتها مثلك تماما، وتناقش هالشي من عدة نواحي.. من الموروث اللي مأدلجين على التسليم فيه، ومن نظرة المجتمع، ما يعني هالشيء بالظرورة إنك نسوي أو لك أهداف ومآرب أخرى.']	POS
['عذرا للتدخل لكني لا اتفق مع رأيك.الثروات سهل السيطرة عليها بدون جهد ولكن الهدف الرئيسي للحملة على المرأة السعودية هو ضرب الاسلام في معقله.اخراج النساء من البيوت والحرية المزيفة واسقاط الولاية يعني تدمير الاسرة وبالتالي المجتمع.والسعودية تعني مهبط الاسلام ومركزه..فالهدف هو الاسلام']	NEG
['سن تشريعات او تعديل نظام جديد يتماشى مع الظروف والاحتياجات لا يعني انتقاص حقوق الرجل او المرأة ، بل تسهيل الامور الحياتية ، اقوى ميثاق على وجة الارض هو عقد النكاح اذا لم يلتزم الطرفان به فأي مودة و اَي رحمة . #الولاية_سقطت']	POS
['#الولايه_سقطت سفر المرأة مع محرمها عز لها وفخر فهو سندها والقائم على خدمتها .. وخروج المرأة بدون محرم أو بدون رضاه ، تعب ومشقة لها فالسفر قطعة من العذاب مهما تسهلت طرقه..']	NEG
['هذا دليل انه للاسف افكار بنات السعودية متوافقه مع افكار الغرب امثال نكي مناج ورهف القنون ولن تتوقف مطالب الحرية حتى يتبعون ملتهم لا حول ولا قوة الا بالله العظيم يجب ان نتحصن بتعاليم الاسلام والدين الوسط #لا_ولاية_على_سفر_المرأة #الولايه_سقطت #لا_ولاية_على_المرأة']	NEG
['الولاية ما لها أصل بالدين ولم تذكر أبدا في القرآن لكن اللي حاصل أنكم خالطينها مع القوامة والقوامة اللي هي إنفاق الرجل على المرأة وتأمين الأمان وإلى آخره، هذا تعريف القوامة الصحيح وليس التسلط كما تقولون']	POS
['أكثر شيء جميل ومبهر شفته في الحج، أشوف الرجل حريص على زوجته وأخته وامه يشيل عنها، ويسندها، ويحوطها بيديه وقت الزحمة، أميره هي المرأة وهي مع وليها. خسئوا من يطالبون بإسقاط الولاية. نحن بدون آباءنا وأخواننا لا شيء لا شيء لا شيء.']	NEG
['نعم أنا ضد ان اسقاط الولاية لان فيها تمرد على المجتمع و ولي الامر اللي هو الأب انا مع أنصاف المرأة و تصحيح القوانين دون اساء ولا إساءات قد تكون عواقبها على الفتاة اكثر سوء']	NEG
['كل كلامها صحيح ليش مكبرين موضوع المرأة اللي ولي أمرها يتعامل مع الولاية على أنها حفظ ورعاية ومسئولية ماراح يتغيّر في حياتها شيء لأنها في نعيمٍ تُغبط عليه أما المرأة التي ولي أمرها يتعامل مع الولاية على أنها قهر وتسلط فقد جائها الفرج .']	POS
['#لا_ولايه_علي_سفر_المراه طيب وبعدين وش الهدف من اسقاط الولاية لسفر المرأه ؟؟ اذا الرسول عليه افضل الصلاة والسلام قال ( لاتسافر المرأه الا مع ذي محرم) ويننا عن تعاليم الدين وتطبيق الشريعة ي امة محمد !']	NEG
['لابارك لي في حياة راح اسقط فيها كلمة أبوي علي ، نعم انا مع حقوق المرأة !! من قيادة حقها في العمل بضوابط تصونها،ولكن لست نهائياً مع انفلاتها وانحطاطها والسعي لضياعها .هذي ضوابط كرمنا الإسلام بها. وإنما الأمم الأخلاق ما بقيت ***فإن همُ ذهبت أخلاقهم ذهبوا. #الولايه_سقطت']	NEG
['#لا_ولايه_على_سفر_المراه .. إلغاء الولاية لا يعني التجرد من الروابط العائلية ولا يتنافى مع الود الأسري ..']	POS
['#لا_ولايه_علي_سفر_المراه #شكرا_محمد_بن_سلمان #الولايه_سقطت الحمدلله طول عمري اسافر مع عائلتي وصديقاتي والتصريح لين نهاية الجواز انا فرحانه للبنات الي محرومات والحريم الكبار مربوطين بولية رجال مايحمل من الرجوله شي']	POS
['خبر إسقاط الولاية عن المرأة السعودية في هالوقت للتغطية على جرائم بن سلمان ومحاولة اعادة العلاقات مع ايران وغير التطبيع مع إسرائيل والضغط عليه من العالم بخصوص جريمة اغتيال #خاشقجي. لو كان الهدف فعلا إعطاء المرأة حريتها اطلق سراح سجينات الرأي يا #الدب_الداشر خل #سروال_المؤسس ينفعك']	NEG
['إسقاط ولاية الأبناء على أمهاتهم إسقاط ولاية الاخوان على أخواتهم في كافة الحقوق انه الحلم الذي انتظرناه كثيرا انه الظلم الذي استمر على المرأة السعودية دهرا إسقاط ولاية كل زوج هجر زوجته سنين وخاصة من تعيش زوجاتهم خارج الوطن مع أطفال ذوي إعاقة #إقرار_اسقاط_الولاية_بعد_ال١٨pic.twitter.com/TAbbQz3liv']	POS
['مع ان لست سعودية و لا كانت عليا ولاية،و لكن اشعر بسعادة بالغة من اجل السعوديات، و اكثر شيء يسعدني مرارة المعارضين لي انفتقت من الصياح، و محاولتهم التخريب على المحتفلين بدون جدوى، اعتقد اذا صحتو منا ليوم الدين ما راح تغيرو شيء #لا_ولاية_على_سفر_المرأة #الولايه_سقطت']	POS
['الذكر ماعليه ولاية و مع ذلك موجودين حوله امه و ابوه و اخواته ! اسقاط الولاية لا يعني اسقاط العائلة ! اسقاط الولاية يعني تنظيم القوانين اللتي تجعل المرأة تابعة للرجل ولا تستطيع الحصول على أبسط حقوقها إلا بإذنه !']	POS
['إسقاط الولاية عن المرأة لا يعني إسقاطاً للفضيله وقطيعة مع الأهل، الأنوثة ليست عارض من عوارض الأهليَّة، فهي تتمتع بالأهلية الكامله في الأجر والثواب والتعزيز والحدود والقصاص، ولها ذمة مالية مستقله والتعديل الصادر على نظام وثائق السفر يمكنها من ممارسة حقها الطبيعي أسوة بأخيها الرجل']	POS
['نعم انا نايف الشمري مع #اسقاط_الولاية مع زيارة النساء للقبور مع كشف الوجه مع توظيف المرأة مع قيادتها للسيارة مع سفرها دون محرم مع حضورها للحفلات الغنائية مع دخولها للملاعب مع كل مطالبها كفاكم مهاترات ومزايدات على المرأة باسم الدين https://twitter.com/dr_jwair/status/1152578962134056960 …']	POS
['من يعرف الشرع، يعرف أن نظام الولاية السعودي على المرأة سواءً في السفر أو غيره (لا أصل له) ولا هو شرعي ولا شيء الولاية مزاج سياسي توافق مع إرادة مجتمعية متخلفة فقط، وفقط. لا يكذبوا عليكم ويقولوا هذا شرع، كذب كذب']	POS
['#الولايه_سقطت سئل ألشيخ أبن باز عن جواز سفر ألمراة بدون محرم فكان جوابه : لايجوز سفر المرأة المسلمة في الطائرة ولا غيرها بدون محرم يرافقها في سفرها؛ لعموم قوله ﷺ: لا تسافر المرأة إلا مع ذي محرم[1]متفق على صحته ،']	NEG
['كوثر الأربش لـ #الراي : مصطلح إسقاط الولاية يراد منه خلق تصادم مع الأسرة السعودية @kowthermusa #لا_ولاية_على_سفر_المرأةpic.twitter.com/jNSYrnwcaW']	NEG
['قرار جميل و انا أنظر إليه كأنه معاملة حكومية كانت معقدة و الآن صارت سهلة لكن هذا لا يغير طبيعة المجتمع و ترابط الاهل و اخذ الإذن عند اي قرار مع العلم المستفيد الأكبر من تواجه ضغوطات من أهلها و العكس أصبح له متنفس أفضل من قبل #الولاية_سقطت #لا_ولايه_علي_سفر_المراه']	POS
"|['إعلامي سعودي يرد على من يربطون ""إسقاط الولاية"" بـ- CNN Arabic الذين يدعون الدفاع عن حقوق المرأة حقيقة هم يدفعونه من الخلف لتسقط في هاوية الضلال والضياع وو الخ. النظام الالهي هو ان لا تسافر الا مع محرم لها"	NEG
['وأيضا ليست من الشئون الداخلية لبلاد المسلمين مساواة الرحل بالمرأة في الميراث..ولا رفع الولاية عن المرأة بصفة عامة. وخاصة في السفر لان هناك حديث نبوي ينص على عدم جواز سفر المرأة بدون محرم. فالاحكام الوضعية التي تتعارض مع الأحكام الشرعية يضرب بها عرض الحائط. هذا دين وليس فدان طين']	NEG
['اخوي عبدالله نحن نتحدث عن المساوة بين المراه والرجل وهذا لا يأتي بأسقاط الولاية الله سبحانه وتعالى قال الرجال قوامون على النساء . الله سبحانه وتعالى حتى بالميراث لم يساوي المراه بالرجل لما فيه من حكمه نحن مع حقوق المراه ولكن هناك امور اذا تجاوزت اول المتضررين انت']	NEG
['الاسلام قال الولايه فقط على المرأه في حالة الزواج والبكر كمان في ناس تحتاج هالقرار في ارامل في مطلقات يطاردون ورا الولي عشان معملاتهم وحضرتهم لاهين مع زوجاتهم لا تاخذو الموضوع بخوف وتشدد هذا حق المرأه ان يكون لها صلاحيه مثل اي عاقل الصالحه صالحه وطالح طالح']	POS
"['ببساطة لأنها مُش موجودة في الشرع، الولاية على المرأة شرعًا في الزواج والسفر وفي هذه اختلاف كبير أيضًا ""هل تزوج البكر نفسها أم فقط الثيّب؟"" المسألة هُنا عميقة وطويلة واختلف فيها العلماء، والسفر أيضًا هناك من يُجيز سفر المرأة مع نسوة والأقوال كثيرة، أما الولاية الآن فليست من الشرع pic.twitter.com/H2bUNJmlP9']"	POS
['مع هالقرار وبقوه بس ليش مبسوطين كأنكم فعلا بتطلعون من غير اذن والدتك و والدك تظل تربيتك واحترامك لامك وابوك اقوى من الولاية اللي يفرضها القانون علينا معليش فشلتونا #لا_ولاية_على_سفر_المرأة']	POS
['#لا_ولايه_علي_سفر_المراه الحكومة مالها علاقة انها تنظم علاقتك مع ابنائك انت فقط من يحكمها لما تكون تربيتك لهم سليمة مافيه اضطهاد ! مارح يعارض على انظمة الولاية الجديدة الا اللي ماربّى! وخايف على سُلطته']	POS
['كلنا ضد اي محاولة عبث بأمن واستقرار بلدنا حمى الله امنها واستقرارها ... ولكننا مع حق المرأة بنيل حقوقها كاملة وعلى رأسها اسقاط الولاية .. هذا رأيي الشخصي وخوفي على بنتي دافعي فأذا القانون لا يحميها من ذالذي ترتجي منه حمايه/هي مواطنة وهو مواطن.. اي انهم متساوون بالحقوق والواجبات']	POS
['#لا_ولاية_على_سفر_المرأة رهف القنون شكرا من القلب بسببك وصلت صوت السعوديات للعالم وعرفوا الاستبعاد الي صاير والنتيجة إسقاط ولاية السفر وعقبال ما تسقط الولاية باكملها مع ان المهم أسقطت ولاية السفر']	POS
['لأنه بالفطره المرأه اضعف من الرجل، ومعروف عند العرب حتى قبل الإسلام ان المرأة تُغلب بالمكر والخديعه في المعاملات مع الرجال، لذالك اوجد الشارع الحكيم الولايه، (تكليفاً على الرجال تشريفاً لها) ..']	NEG
['إذا حُرمت المرأة من أبسط حقوقها وهي تذهب لتقتضي احتياجاتها من السوق كل شهرين مرة لاأقول كل أسبوع وتعرضت عند طلبها لهذا الحق لكل أنواع الشتم والقذف لمجرد أن طلبت هذا، أليست هي الأحق برفع الولاية؟!!في ظل عدم السماح لها بالذهاب مع قريباتها أو حتى سائق بالأجرة وهي من تنفق على نفسها !']	POS
['#الولايه_سقطت أنا لا أحمل المسؤولية إلى المطالبين بإسقاط الولاية والتجرؤ على شرع الله لأن أمرهم إلى الله. ولكن المسؤولية العظمى على السذج الذين انجرفوا خلف مزاعم حقوق المرأة بالعمل والقيادة مع أن الشرع أباح لها ذلك بشروط. ولكن كانوا أدوات ومطايا بيد المفسدين ومعاول هدم المجتمع.']	NEG
['الحمدلله دائمًا وابدًا ، عشان كذا انا مع اسقاط الولايه واعطاء المرأه حقوقها كامله ، مرّه انبسطت على ردّك هذا حقيقي']	POS
['نعم نحن مع تمكين المرأه على امور حياتها لا لاسقاط الولايه']	POS
['اشوا الحمدلله اسقطوا الولاية بالسفر بروح اقنع ابوي يخليني اطلع مع صديقاتي عشان نشوف وين نسافر #لا_ولايه_علي_سفر_المراه pic.twitter.com/0p7lQcA6Tt']	POS
