	tweet	label
4463	وانا لي معرفة بذلك لا شرعا ولا اجتماعيا ولا عقلا ثاني الان مش موضوعي مسالة القضاة ينصف او لا انا موضوعي ان المرأة بحاجة لولاية من خلال واقعها والولاية هي حمايتها	NEG
4464	ولو رجعت للامام الشافعي والامام مالك كانو يروا ان الرجل ايضا الذي لا بغطي شعره مذنب ومرتكب لمعصيه لكن عموما لو انت مؤمن ان الحجاب فرض لازم تؤمن كمان ان المرأة ناقصة عقل وانها عوره وانها اكثر اهل النار وانها مثل الكلب والحمار في فترة الطمث وانها تخضع لولاية الرجل جبرا	NEG
4465	يا استاذة تومنين بالاحاديث؟ سوف اتي رواية لا سفر الا بمحرم والمحرم دليل، ع الولاية الثاني الرجال قومين على النساء بما فضل بعضهم على بعض ما قال الازواج قال الرجال اذا يدل ع قوامة استاذة قلنا واسلفنا واقع المراة بحاحة لولاية واكبر الادلة ع ذلك انها تطالب بنزع الولاية	NEG
4466	لم اقل الا الصحيح ف كيف اصبحت معرف مندس هل تنكر الدين والولاية ؟ وهل تنكر نقصان عقل المرأة وهل تنكر انها قاصر بحاجة لولاية ؟ الاجابة لا اذاً لماذا تعمل هنا بشخصية (الكلب المتحري ) اذهب قبحك الله ياعدو الاسلام	NEG
4467	فالمرأة بحاجة لولاية في مثل حال تزويجها وامراة بدون ولي كلقيطة لا اهل لها وماذا تستفيد المراة إن لم يكن حولها عصبة هم سندها في الحياة	NEG
4468	حنا مو بس نطالب ان ترفع الولاية على المرأة العاقلة بل وان تمنح المرأة ولاية النساء السفيهات من ذويها ومن تشعر بحاجه لولاية عليها بحيث لا تجحف فئة حق فئة أخرى #سعوديات_نفخر_بولايه_اهلنا_لنا	NEG
4469	يجب أن تخضع المرأة لولاية الرجل فى العالم وليس السعودية فقط وما حدث فى السعودية كان يجب أن لا يحدث	NEG
4470	الحين الحريم جماعة (لا لولاية الرجل) أمثال لجين الهذلول وسعاد الشمري.. إحترق عندهم كرت قيادة المرأة! راح يطالبن بديسكوات المهم يظهرن بالصورة	NEG
4471	دافع السلفية ترفض محافظ #البحيرة: «المرأة لا تصلح حتى لولاية الأسرة» #الوسيلة_نيوز http://fb.me/77p7bNRKM	NEG
4472	#لا_للسينما_في_ارض_الحرمين لا للسينما لا للقياده لا لولاية المراه شعب يقدر اللاء وانا ازيد عليها لا للعيش في السعودية	NEG
4473	#حاسبوا_المحرضين_باسقاط_الولايه الدين قال لا لولايه ع المراه الا ف النكاح تجي انت و راسك تبي تقنعني ب عاداتك و تقاليدك ؟	NEG
4474	ولااااا يمكن أن تحكمهم امرأة .. حدّث العاقل بما لا يعقل .. بغض النظر عن الحكم الشرعي لولاية المرأة لا يمكن أن يسمح المجتمع وقتها.	NEG
4475	نعم لولاية الأب حتى لا تصبح الأسرة فوضى #معا_لولاية_الاب_على_المرأة	NEG
4476	﻿نفتخر بولايه اهالينا #سعوديات_نرفض_اسقاط_الولايه	NEG
4483	"الصدق اقدر اعانده وأسوي اللي براسي لأن اللي بين فخوذي هذا كرت الحرية اللي اعطاني اياها الرب بس عشاني احبه وانا عاجبتني فكرة ""الاب السكري الحلال"" تنارلت عن مميزات هذا الكرت من طيب خاطر #ولي_امري_ادرى_بامري #سعوديات_نرفض_اسقاط_الولاية"	NEG
4484	#سعوديات_نرفض_اسقاط_الولايه من تسقطين يالساقطه أبوك اللي تعب عليك على أمل أنك تكونين بنت يفتخرفيها! حتى لوفرضناأسقطواالولايه عيشي أنتي وأمثالك بلا والي هايته مهانه مالها أي مكانه لا هي بمكانة الرجل ولا هي أنثى معززه! أمابنات الحمايل بتبقى بعز أبوها ولوهوتحت التراب من خلف مامات	NEG
4485	#سعوديات_نرفض_اسقاط_الولايه. نحن كمسلمين مقيدين بشرع ربنا حرية الدنيا الكاملة للبهائم وحرية البشرالكاملة في الجنة نصبرع قيد مؤقت لحريةدائمة	NEG
4486	#سعوديات_نرفض_اسقاط_الولايه. انا سعودية و ارفض إسقاط اي امر شرعه ربي. الدنيا دار ابتلاء و اختبار و المؤمن مقيد بشرع ربه. و الثمن الجنة	NEG
4487	#سعوديات_نطلب_اسقاط_الولايه281 لن تسقط #سعوديات_نرفض_اسقاط_الولايه	NEG
4488	#سعوديات_ولنا_الفخر السعوديات رمز للتميز والانجاز ولم تكن الولاية عائق وعبودية لنا كما يزعم أصحاب الفتن . #سعوديات_نرفض_اسقاط_الولايه	NEG
4489	سنقف ضد كل الدخلاء وندافع عن الولاية التي تحفظ لكل أنثى حقوقها.. تبا لكل من يدعي أننا نطالب بإسقاط الولاية . #سعوديات_نرفض_اسقاط_الولايه	NEG
4490	كل تبن الحمدالله عندي حقوق والولاية ماراح تسقط يا خوارج #سعوديات_نرفض_اسقاط_الولايه	NEG
4491	#سعوديات_ولنا_الفخر السعوديات رمز للتميز والانجاز ولم تكن الولايه عائق وعبوديه لهن كما يزعم اصحاب الفتن . #سعوديات_نرفض_اسقاط_الولايه	NEG
4492	#سعوديات_نرفض_اسقاط_الولايه كم أنا فخورة بك يا أبي و فخورة بك يا زوجي و فخورة بك يا أخي و بولايتكم لي .. تشعرني بأني ملكة متوجة .	NEG
4493	إسقاط الولاية سقوط للمرأة والفتاة في وحل الإنفلات وضياع الغالي والنفيس وهذا مايتطلع إليه أعداء الدين والحشمة . #سعوديات_نرفض_اسقاط_الولايه pic.twitter.com/gKTjz6zLSl	NEG
4494	#سعوديات_نرفض_اسقاط_الولاية مايطالب بالاسقاط غيررر الساقطااااات	NEG
4495	#سعوديات_نرفض_اسقاط_الولايه ارفضض وبشده الي تطاالب مو متربيه صح	NEG
4496	#سعوديات_نرفض_اسقاط_الولايه اكيد نرفض اسقاط الولايه والي مالها والي مافيها خير	NEG
4497	#سعوديات_نرفض_اسقاط_الولايه نعم نرفض إسقاط الولاية عن المرأة السعودية الطاهرة العفيفة الجوهرة المكنون أختاه أجعل من القرآن دستور لك ونبراس	NEG
4498	#سعوديات_نرفض_اسقاط_الولايه،يريدوننا أن نكون مثل نساء الكفار ،تتناهشنا الذئاب ولا حامي لنا،إغتصاب،وضياع،وإستغلال،بإسم الحرية ،	NEG
4499	#سعوديات_نرفض_اسقاط_الولايه لا والف لا ل اسقاط الولايه الف لا	NEG
4500	#سعوديات_نرفض_اسقاط_الولايه انا رافضه اسقاط الولايه والسبب الحريم عندنا مهبل مجننين اهلهم يطاردون وراهم في كل مكان ب الموت يقدرون عليهم	NEG
4501	#سعوديات_نرفض_اسقاط_الولايه 3 لأن الولاية ليست ظلم وطمس لحقوق المراءة المسلمة وليست هدرلكرامتهااوانتقاص في شخصها بل هي تشريع رباني لحمايتها	NEG
4502	من اضرار اسقاط الولايه :- ١- انتشافر الفساد وعم الحرام ٢- ولايه الامر من الوالدين تسقط يعني عصيانهما ويقع الحرام #سعوديات_نرفض_اسقاط_الولايه	NEG
4503	نتمسّك نحن السعوديات أصلا أبآ عن جدّ بالولاية ونرفض أن تتحدّث المتجنّسات والسّاقطات بلساننا #سعوديات_نرفض_اسقاط_الولايه	NEG
4504	#سعوديات_نرفض_اسقاط_الولايه نفخر ونتشرف بولاية اهلنا ونخبركم بأن مخططاتكم التي تريدون بها انحرافنا عن الدين والاخلاق مكشوفة.	NEG
4505	#سعوديات_نرفض_اسقاط_الولايه نعم انا ضد اسقاط الوﻻية وبشده فانااحب ولي امري ابي واخواني واحترم ديني وكﻻم ربي سبحانه	NEG
4511	الولايه لأنها تعلم أن الولايه ماجعلت إلا لحمايتها فلتصمتو والا تتكلمو بلساننا فنحن نرفض إسقاط الولايه رفضاً تاماً حفظ الله لنا من يقومون بحمايتنا دون أن نشعر #سعوديات_نطلب_اسقاط_الولايه1091	NEG
4528	#سعوديات_نطلب_بقاء_الولايه900 بأسمي وباسم كل السعوديات نرفض سقوط الولايه جملة وتفصيلا ونطالب بالقبض على من يبحث اسقاط الولايه ويدرسها بمجلس الشورى فالولايه لم تكن عايق بدراسه اوغيرها من يبحث سقوط الولايه متحررين يدعمهم شواذ وملاحده للافساد والسفر والتحرر نرفض نرفض نرفض pic.twitter.com/D9QLl5bTPz	NEG
4532	#سعوديات_نطلب_اسقاط_الولايه890 #سعوديات _نرفض _اسقاط _ الولايه ي بعد قلبي ي بوي والله لو تحط السيف ع رقبتي فكل شئ تامر امر ابوي لو يشيب فيك الراس وتفقدلك عقل بنتك معك تشيلك وماتتركك للأبد ي تاج راسي الله يطول بعمرك ويحفظك لي انت ولييي بعد الله انت الفخر pic.twitter.com/oBHfSzW9gC	NEG
4536	طلعت نسويات ا#سقاط_الولاية من جحورها وبدا الشتم والسب والسبب هو لاننا اثنينا على ابوها الذي تعب بتربيتها ولكنها حجودة فهي تطالب بإسقاط ولايته وولاية زوجها واخوها قلت لكم #النسويات ساذجات وغبيات لاعلى درجة مما تخيلون انحطاط ماله مثيل من الانحطاط #سعوديات_نرفض_اسقاط_الولايه٨٠٨https://twitter.com/PSY_921/status/1046742633849245698 …	NEG
4537	. مقارنة والدها بزوجها أهون ممن تريد #اسقاط_الولاية يتعب والدها ويربيها وتجيك الساذجة وتطالب بإسقاط ولاية والدها او زوجها أو من يتولى امرها هي تريد إسقاط الولاية حتى يتسنى لها السفر للغرب والاستمتاع بحريتها المزعومة مسكينة خابت وخاب مسعاها، #سعوديات_نرفض_اسقاط_الولايه٨٠٨pic.twitter.com/FYFoE9v1ck	NEG
4541	لمن تأثرو بالدعاة اللبيراليين سقوط الولايه عزيزتي سقوطك تدمير هويتك كرامتك بنت الأشراف المصانه مستحيل تخلع سترها وسترهاوليهاالى ان تُحمل على النعش لقبرها وأهلي وإن ضنوا علي كرام #سعوديات_نرفض_اسقاط_الولايه٨٠٨pic.twitter.com/IwGeUEXFkn	NEG
4546	فالأب هو الأمان والأم مصدر الحنان والأخ سند لنا في هذا الزمان فمن طالب بإسقاط الولاية هو الخسران #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4547	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ الولايه نص شرعي ماهي بيد احد اسقاطها الا القاضي ويقيم ولي اخر بدل الاول	NEG
4548	اللي يطالبون بسقاط الولاية كلهم يقولون مجتمع ذكوري مضحك جداً لتبربر عن غاياتهم والوصول لأهدافهم اجل تبون مجتمع كله نساء فقط وين عقلك ؟! #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4549	الحمدلله الشعب واعي والعينات اللي تطالب في اسقاط الولاية تكلمت مع بعضهم وجدت ان عقولهم فارغة ويهدفون الى اساقط القيم والاخلاق اللهم احفظ بنات و اولاد المسلمين من شر الفتن #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4550	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ اسقط منّ ابوي اللي دفع شقى عمره ربي يحفظه و يجزاه الجنه عشان يرفع اخلاقي و ادبي ولا اسقط اخوي اللي فخر ليّ لانه عضيدي و حبيبي وعزوتي بعد غلا ابوي ؟ من يريدون اسقاط الولايه هم إمعات بلا فكر ولا عقل و لا هويّة ! والله يحفظ ليّ عزوتي	NEG
4551	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ نرفض وبكل فخر اسقاط الولاية فهي جزء من شرع الله ولم تمنعنا من التطور أو ممارسة أي حق من حقوقنا ..وولايتهم شرف لنا وتاج على رؤسنا	NEG
4552	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ ترى طاعة الوالدين واجبه لو رفض السفر التعليم اي شي لازم طاعته ولا تدخلين بالعقوق ورضا الله من رضا الوالدين يا مسقطات الولايه ، يعني الرضا باوامر الوالدين حتى لو في نظرك ماهي صواب من الرضاء بالقضاء والقدر والصبر ع الابتلاء يامسلمات .	NEG
4553	الولاية امر رباني فلا تناقش بعقلك حكمة الخالق او تعترض عليها #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4554	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ مانبي نسقط الولاية حنا معززات مكرمات pic.twitter.com/XpMu0UVGA7	NEG
4555	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ نرفض اسقاط الولاية pic.twitter.com/cIWWhfvqMo	NEG
4556	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ الأمور الشرعية وما قال الله وقال الرسول هي امور محسومة ولا يجوز النقاش فيها او تطرح لأخذ رأي او استشارة هي اقوال لا جدال فيها مثل اسقاط الولاية بقائها امر من الله واسقاطها مخالفة صريحة لما قال الله وقال رسوله .. الى متى النقاش ؟	NEG
4557	الولاية شرع لايمكن اسقاطة وفي حالة عدم كفاءة الولي تنتقل لغيره ممن هو اكفأ منه #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4558	الولاية في اﻹسلام جاءت لمزيد العناية بالمرأة لا كمن يهتم بجسد المرأة فقط فيريده بغير ولي حتى ينال منه ماأراد #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4559	لعن الله كل واحد ووحده يطالبون بأسقاط الولايه #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4560	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ اساسا محد معبرهم ذول يلي يبون اسقااط الولايه كلوحده تبغا اسقاط الولايه بنظري تعتبر صااايعه .(معليش بس هاذي الحقيقه.	NEG
4561	وما الضرر من الولاية ؟ واما عن الضرر فاسالي العزى في كندا تخبرك كيف تم تهريبها من قبل النسويات من اهلها #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4562	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ نفتخر ونعتز با الولايه الاهل هم السند والعزوه والحزام في الشدايد	NEG
4563	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ برأيي أن من يريد إسقاط الولاية عن المرأة فهو يريد لها العيش دون سند أو جدار حامي وهذا ما شرعه الإسلام من خلال ما عاصرته فالمرأة في الاسلام تعيش في رفعه من شأنها	NEG
4564	اسقاط الولايه = عقوق الولدين الولي الخاص وعقوق للوطن ولولي الأمر العام #سعوديات_نرفض_اسقاط_الولايه٨٠٨ #سعوديات_نطلب_اسقاط_الولايه808	NEG
4565	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ الولاية من شرع الله سبحانه وتعالى، إن كان هناك من استغلها لتعنيف او قهر احد فهذه مشكلته ليست مشكلة الشرع والدين .. لا ترموا شرع الله بحماقاتكم وسفه عقولكم	NEG
4566	انا سعوديه واسقاط الولايه ذي بإذن الله مايصير لان لو صار السعودية بتروح فيها وربي بدون اسقاط البنات يدخنون ويطلعون مع شباب وبارتيات وقلة حياء شعاد لاسقطت ياساترر #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4567	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ لا تطالب بإسقاط الولاية إلا تلك الفتاة التي لا تتشرف بوالدها او بمعنى اصح لا يتشرف بها والدها	NEG
4568	ان ترفض اوترفض إسقاط الولايه يعني أن تقف ضد إنحلال وتفككك المجتمع دائما الأمم سقوطها من الداخل أشد وأخطر لأنه يجعل للاعداء والمتربصين بيئه خصبه لتنفيذ أجندتهم.. قاعده المرأه هي اللبنه لأي مجتمع إذا سقطت سقط المجتمع بأكمله ا#سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4569	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ كل اللي يطالبون باسقاط الولايه والمتجنسين الله يحرقهم بقاز وسخ على قولة المصريين	NEG
4570	الولاية حماية الولايةً أمان واستقرار يا بنتي وَيَا اختي اذا بينك وبين ابوك او اخوك او زوجك مشكلة فسارعي بارك الله فيك الى تسويتها لا ان تطالبي بأسقاط امر فرضه الله تعالى #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4571	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ معادلة بسيطه الولاية كمن ولاه الله امر الدولة به تكون القوه والحمايه والعدل. كذلك ولاية الرجل ع المرأه هي ولاية صغرى لدولتها (بيتها) به تكمن القوه والحمايه والعدل.	NEG
4572	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ نعم والله نرفض إسقاط الولايه أفتخر واعتز بولاية سندي وأماني من مخاوف وأعباء الحياة ... أبوي وزوجي وأخواني	NEG
4573	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ الولايةً ليست من الأمور الاجتهادية او الوضعيةً بل هي من الأمور التوقيفية يعني حماية وامان من رب الارض والسماء	NEG
4574	لايعلمون بأن اسقاط الولايه اولا قبل كل شي تهميش لوالدها وولي امرها وجعله اضحوكه في مجتمعه . الولايه هي مراقبة الشخص ومنعه من ارتكاب المحرمات والعادات المنافيه للمجتمع . #سعوديات_نرفض_اسقاط_الولايه٨٠٨	NEG
4575	#سعوديات_نرفض_اسقاط_الولايه٨٠٨ أنا افتخر بولاية اهلي عليه ابوي واخواني وباق القرابه ومن شلة إسقاط الولايه بريه الله لا يجزا خير ذيك العصابه #سلمى	NEG
4576	#سعوديات_نطلب_إسقاط_الولايه قادو حرب في منتهى الشراسه ضد النساء .. حرموا على المرأة جل حقوقها بنا على خطيئة افتراضيه اقنعو الجميع أنها واقعه فيها لامحاله بمجرد نيل أي حق لها كإنسان طبيعي من قياده من سفر من امتلاك قرارات حياة #ذكروا_الأجيال_بأفعال_الصحوهpic.twitter.com/otnflO0TcN	POS
4577	#سعوديات_نطلب_اسقاط_الولاية مؤسف أن يتمنى الإنسان حقّه.	POS
4578	مع الوقت ادرك ان الخليج عالم من التخلف والذكورية المقنعة واننا كسعوديات الأشجع والاكثر وعيا #سعوديات_نطلب_اسقاط_الولايه https://twitter.com/5_alabri/status/1124679152085422081 …	POS
4579	صبااااااااح الحرية يا أحراااار #سعوديات_نطلب_إسقاط_الولايه1043 #سعوديات_نطلب_اسقاط_الولايه	POS
4580	"#سعوديات_نطلب_اسقاط_الولايه1043 #سعوديات_نطلب_اسقاط_الولايه طريف حقا وباعث على السخرية مطالبة البنت برفع قضايا في المحاكم على الذكر الذي يعضلها تحت مسمى ""ولي أمر""، وكأنه سيتركها تخرج من البيت أصلا! وإذا خرجت يوما واحدا لرفع القضية سيبادر بإخماد أنفاسها للتخلص منها."	POS
4581	#سعوديات_نطلب_إسقاط_الولايه1038 #سعوديات_نطلب_اسقاط_الولايه مايحدث بحق النساء تحت قانون الولايه جريمة وانتهاك لحقوق الإنسان يجب ينتهي يجب أن يكون استقلال المرأة هو الأصل بالنظام والمتضرر من ذلك الاستقلال هو من يلجأ للقضاء ويطلب الولاية اذا أثبت الضرر الواقع عليه وليس العكس	POS
4582	وانت بصحه وسلامه دادي وياليت تكمل فرحتنا باسقاط الولايه #سعوديات_نطلب_اسقاط_الولايه	POS
4583	نقول ياااارب #سعوديات_نطلب_اسقاط_الولايه	POS
4584	#سعوديات_نطلب_اسقاط_الولاية ولدت انثى حره وسأموت حره بأذن الله.. لا للولايه ابدا ابدا ومطلقا لا للتحكم لا للاستعباد لا للاستغلاليه والانتهازيه - استمروا للمطالبه في حقوقكم يا معشر النسااااااء #سعوديات_نطلب_اسقاط_الولاية	POS
4585	سعوديات نريد الاستقلال #سعوديات_نطلب_اسقاط_الولايه	POS
4587	#سعوديات_نطلب_اسقاط_الولايه1043 #سعوديات_نطلب_اسقاط_الولايه من مهازل الولاية في الزواج لدينا، أن البنت التي يموت والدها وليس لها إخوة ذكور يتم إجبارها على إحضار أعمامها الذين يكرهونها ويتمنون ذلها وموتها أو رفع قضية عضل غير مضمونة النتائج عليهم كي يقتلوها!	POS
4588	#سعوديات_نطلب_اسقاط_الولايه1043 #سعوديات_نطلب_اسقاط_الولايه أسلوب تعامل محاكم الأحوال الشخصية مع المرأة التي يذلها الذكور ممن يتم تصنيفهم على أنهم اولياء أمر أسلوب خشن ومذل وغير متعاون، ما فائدة إذلال النفس ماداموا سيذلون المظلومة ويرجعونها إلى ظالمها؟	POS
4589	#سعوديات_نطلب_اسقاط_الولايه حلمي أكون مواطنه كاملة الأهليه	POS
4590	#سعوديات_نطلب_اسقاط_الولايه #سعوديات_نطلب_إسقاط_الولايه1024 عندما تقرا الانظمه السعوديه بخصوص المرأه تجدها قاصر ولو بلغت عديمة اهليه ولو انجبتّ وتجدها موظفه ووليها يدرس< ابنها مافهم هي نصف المجتمع ام نصف انسان؟ بحيث تظلم وتعامل بهالمعامله الظالمه	POS
4591	سوف ننال حقوقنا في السفر والزواج والعمل والخ من الحقوق الطبيعية المكفولة لكل انسان بالغ عاقل من دون الرجوع لذكر #سعوديات_نطلب_اسقاط_الولايه	POS
4592	كيف تبون النساء يعيشون حياتهم الطبيعية وهم يفقدون الاستقلال في كل شي بسبب هذي القوانين؟ #سعوديات_نطلب_اسقاط_الولايه	POS
4593	ماعمري الحمدلله حسيت أن فيه ولي بحياتي لأن أبوي الله يرحمه كان معطيني كامل حريتي والأن زوجي ولله الحمد ومع ذلك أعتقد أن لابد من إسقاط الولايه في أقرب وقت #سعوديات_نطلب_اسقاط_الولاية	POS
4594	#سعوديات_نطلب_إسقاط_الولايه1045 #سعوديات_نطلب_إسقاط_الولايه1046 #سعوديات_نطلب_إسقاط_الولايه لا تمكين حقيقي للمرأة السعودية في ظروف مثل ظروف العصر الحاضر إلا بإسقاط الولاية الذكورية في كل من: 1- الزواج. 2- السفر. كل ما عدا هذا بطء شديد وتضييع وقت.	POS
4595	طيب الي الحين تبغى تطلع تدرس برا إش تسوي لازم تنذل عشان الولي يوافق أو يضيع مستقبلها #سعوديات_نطلب_إسقاط_الولايه	POS
4596	يارب عجل بها #سعوديات_نطلب_اسقاط_الولايه	POS
4597	اللي ما يعرف ترى وصل تمثيل المرأة في مجلس الشورى ٣٠٪ لكن والله يا وطني لو يوصل التمثيل ١٠٠٪ نساء و أنتم عندكم قوانين تحتم وصاية الرجل على المرأة فالتمثيل الحقيقي هو ١٠٠٪ للرجل ! #سعوديات_نطلب_إسقاط_الولاية	POS
4598	المفروض المتحرش هو اللي ينحبس مو احنا يالبنات و ما العار الا انت و عقلك المصدّي #سعوديات_نطلب_اسقاط_الولايه	POS
4599	اسقطوها و سووا خير في رمضان #سعوديات_نطلب_اسقاط_الولايه	POS
4600	عائشة امرأة عظيمة تساعد المئات وربما الآلاف على المشي باختراعها. لكنها ما زالت قاصراً في نظر الدولة فلا تستطيع أن تستخرج جواز سفرٍ أو تسافر الا بإذن ولي أمرها!!! سعوديون و #سعوديات_نطلب_اسقاط_الولايه https://twitter.com/qbyltghamd/status/1089062177997234176 …	POS
4601	ياحمير يالي معارضين #سعوديات_نطلب_اسقاط_الولايه لسانكم يطول على الغلبانات وعند #نيكي_ميناج و تمثال الحرية ب #جده_الآن لسانكم وين تحطونه	POS
4602	تُفرض هذه القيود على المرأة طيلة حياتها،فالنظام يعتبر المرأة قاصرة قانونيا طيلة حياتها. نحن نطالب منذ أمد الولايه عائق لنا وليست ساند يختلفون الأولياء ولكن لانقبل بأن يكون علينا أوصياءونحن راشدات. @MojKsa @MOISaudiArabia @rbalsaud @Badermasaker #سعوديات_نطلب_اسقاط_الولايه	POS
4603	هرمنا .. الين متى يعني المرأة في كل الدول العربيه حيطه هبيطة لسلطة الذكر وتحكاماته..!!! #سعوديات_نطلب_إسقاط_الولايه1071 #سعوديات_نطلب_اسقاط_الولايه #StopEnslavingWomenhttps://twitter.com/Rawassei/status/1141064356647579649 …	POS
4604	#سعوديات_نطلب_اسقاط_الولايه #سعوديات_نطلب_اسقاط_الولايه1025 #سعوديات_نطلب_اسقاط_الولايه1024 التمكين الحقيقي للمرأة السعوديه هو تمكينها من امتلاك ذاتها وجميع قرارات حياتها دون وصايه أمام جميع أنظمة الدوله ..	POS
4605	#سعوديات_نطلب_إسقاط_الولايه1024 اوبريت مولد امه كله ذكريات وذكرى طلال الله يرحمة شكرآ لكم @Badermasaker لاكن للاسف ما شعرنا با السعادة با العكس زادت الغصه والقهر فينا .. يعني الى متى التجاهل والتسويف في قضيتنا نعيش اكتئاب واحباط نحن #سعوديات_نطلب_اسقاط_الولايه	POS
4606	أي أنثى تولد بالسعوديه تصيبها لعنه ليس لها ذنب فيها،من عادات وتقاليد ودين وحكومه تطاردك لتضمن استمرار عذابك مصيرك مرتبط بشخص سايكو هو اللي يقرر مصيرك حتى مستقبلك ماتقدرين تقررينه بنظرهم الأنثى ناقصه لازم احد يقرر عنها ! #سعوديات_نطلب_إسقاط_الولايه1069 #سعوديات_نطلب_اسقاط_الولايه	POS
4607	#سعوديات_نطلب_اسقاط_الولايه1066 لكل صامده بهذا التاق لكل من لم تهتز ثقتها بنفسها ومطلبها بقذفهم لها ولم يخيفها تخوينهم وتهديدهم وتشكيكهم انا فخورة بكن #سعوديات_نطلب_اسقاط_الولايه	POS
4608	إلى متى والدوله تعمل على استحياء في حقوق النساء .. إلى متى والدوله تراعي رضا اهل التطرف والتشدد والتخلف القبلي في حقوقنا كم من الأعمار ضاعت قبل إقرار حق القياده وكم يجب أن يضيع قبل نيل باقي الحقوق !! #سعوديات_نطلب_اسقاط_الولايه #سعوديات_نطلب_اسقاط_الولايه1043	POS
4609	#المرأة _كما تساوت معه في الواجبات ايضا معه كذالك في جميع الحقوق والحريات على حدٍ سواء. #سعوديات_نطلب_اسقاط_الولايه #سعوديات_نطلب_اسقاط_الولايه1089 نطالب بسياده القانون لحقوق المرأة وحريه المرأة وتمكين المرأة.	POS
4610	حتى لو ماكنتي تعانين من تسلط ذكوري حولك او منع وتعنيف من ولي امرك، على الاقل لاتنكرين معاناة غيرك وطالبي بحريتك و حقوقك كلها #سعوديات_نطلب_اسقاط_الولايه	POS
4611	يارب قريباً #سعوديات_نطلب_اسقاط_الولايه	POS
4612	اتألم وانا اعرف انه ممكن الابن يكون ولي على امه، ممكن يكون السفيه الجاهل العاطل الباطل ولي على دكتورة ومعلمة وفتاة طموحة شغوفة #سعوديات_نطلب_اسقاط_الولايه	POS
4613	#غرد_بذكر_الله_و_ذكر_بالله #سعوديات_نطلب_اسقاط_الولايه1030 #سعوديات_نطلب_اسقاط_الولايه يارب لاتنسنا من فرجك بهذا شهر فضيل من عتق رقاب نساء راشدات الواعيات المعنفات وغير المعنفات تحت عقبه الولاية تسلطيه والوصايه من أشباه رجال.	POS
4614	@MOISaudiArabia @AljawazatKSA @EpassportGovSa @MojKsa @HRCSaudi #تمكين_المرأة_من_ولي هذا نموذج لمن وليتة على الاطفال ولهم استضعفتم نساء بنظام ظالم يعطيهم القدسية والعصمة فاحسبى الله ونعم الوكيل في كل معتدي أثيم . #سعوديات_نطلب_اسقاط_الولايه https://twitter.com/lmotibi/status/1139958962084896769 …	POS
4615	#سعوديات_نطلب_إسقاط_الولايه1026 #سعوديات_نطلب_اسقاط_الولايه ياوطن مواطناتك يطالبون بسن رشد زي باقي البشر في هذه المعمورة .. أليس هذا أبسط الحقوق ؟!!!!!!!!!	POS
4616	"#سعوديات_نطلب_اسقاط_الولايه1041 #سعوديات_نطلب_اسقاط_الولايه1040 #سعوديات_نطلب_اسقاط_الولايه المرأة البالغة العاقلة ليست ""تابع"" لأحد، المرأة مالكة نفسها وولية أمر نفسها. امرأة اليوم المتعلمة المثقفة الشجاعة لا تحتاج كلاما فارغا على وزن ""ولي أمر"" أو ""وكيل شرعي"" وكأنها معاقة!"	POS
4617	#سعوديات_نطلب_إسقاط_الولايه1047 عاقلة ولي أمرها معتوه ذكية ولي أمرها غبي متعلمة ولي أمرها جاهل مؤدبة ولي أمرها فاسد عاملة ولي أمرها عاطل تنفق على نفسها من مالها ولي أمرها عالة عليها كيف يكون هذا النوع من الذكور ولي أمر من هي أولى بأن تكون ولية أمره؟ #سعوديات_نطلب_إسقاط_الولايه	POS
